summ_type,split,example_id,summ_a,summ_b,nli_contrast_cont_score
ref,test,30,"The hotel is decent. It is a great choice if looking for a cheap, clean, and secure place to stay. The hotel is close to the Grand Bazaar. The hotel is close to the Blue Mosque. The hotel is close to the tram lines for transport around the city. The rooms are pretty comfortable. This room, in particular, constantly had smoke blowing up from the lobby. The staff at the hotel provided a service. The service provided by the staff at the hotel was good. The hotel had breakfast included. The breakfast was included in the price of the stay. One thing to note with the hotel is that there is only a one way transfer. You will have to pay for either the pick up or the drop off to the airport.",The hotel appears a bit old-fashioned. It is still a satisfactory place to stay. The hotel is situated on a hill. The hotel looks out onto the Bosphorous. The rooms are quite large and newly renovated. The rooms are spotless. There is a pleasant bedroom. The bathroom is quite spacious. The personnel were at the hotel. The personnel were extremely helpful. The fare is satisfactory. The costs are quite steep. The hotel does offer internet service to its visitors. The internet service comes with a hefty price tag of $25 per day.,0.14814814814814814
ref,test,31,The facilities of this hotel are really great. It's one of the most enjoyable stays. The location of the hotel was rather disappointing. It is not a very scenic area of Hong Kong. The hotel's rooms are adequate. The hotel's rooms are perhaps a little darkly lit. The rooms are clean and quiet. It is worth booking a room on the Club floor for a more updated room. The staff find nothing to be too much trouble. The buffet breakfast is absolutely amazing. The buffet breakfast is really varied. The restaurant provides some really good food. The food is worth trying. The hotel has a bi-hourly bus shuttle service available. The bus shuttle service is available to guests. It is not worth getting a hotel with a pool. The climate is often not suitable for swimming.,This hotel is so excellent. It comes highly recommended. You won't be sorry if you book it multiple times. The rooms are of a satisfactory size. The rooms have a pleasing outlook. Not all of the staff had adequate training. Not all of the staff had a positive outlook. The variety of cuisines available was highly praised. The excellent flavor and quality were the reasons for the praise. The hotel gave out DVDs to guests. The DVDs were given at no cost.,0.5357142857142857
ref,test,32,"The hotel is unique. The hotel provides a unique and unforgettable experience. It is highly recommended for the convenience and friendliness. The location is superb. It had absolutely in the center of everything you could need. The hotel rooms are decorated sophistically. The TV was very small. The service was exceptional. Every member of staff on front of house were super polite, courteous and so thoughtful. Brasserie Jo is a restaurant attached to the hotel. The food at Brasserie Jo is delicious. The atmosphere at Brasserie Jo is charming. The service at Brasserie Jo is the best. There is a gym in this hotel. The gym is good. It is on the fifth floor. It features some cardio machines. ","This hotel is ideal for any kind of visit. You'll be eager to return due to its peaceful atmosphere. You'll be eager to return due to its unbeatable value. You'll be eager to return due to its superior quality. The hotel is located in the vicinity of the Boston public gardens. The hotel is located in the vicinity of the Arlington station of the T line. The rooms may be on the smaller side. The rooms have a cozy, homey atmosphere. The personnel at the hotel were courteous. They addressed any issues that arose. The Christmas Tea at the hotel was especially delightful. The renowned seafood in the eatery was a delightful treat. The hotel had elevators. The elevators were constantly malfunctioning during our stay. The elevators abruptly halted between floors when the power went out.",0.375
ref,test,33,"The hotel is highly recommended. You will want to come back to it. It is definitely a five-star hotel. The hotel is only a minute from the beach in one direction. The hotel is only a minute from the beach in the other direction. The hotel has a rooftop pool. The rooftop pool has a view of the sea. The hotel is located near to the Port Olympic. The hotel is located near to Barcelonetta. There is a fitness park nearby. It is a two minute walk away. The hotel room had a good bathroom. The pillows and linen were a bit uncomfortable. The bed was a good size. There was a large TV, WiFi, etc. The room was spacious and clean. The room had a sea view. The food was really good here. The breakfast was especially good. Sometimes the restaurant did not open for dinner. The chef would be flexible for a small party, which is great. The pools were a great addition to this hotel. The fitness centre was also a great addition to this hotel. There's a Jacuzzi on the rooftop. It was really fun.","The hotel offers a great deal. The hotel is located in a safe area of the city. The accommodation is located in a commercial district. The district is secure. The district is not too distant from downtown. The hotel had air conditioned rooms. The rooms had a mini bar. The rooms had a vista of the Sagrada Familia. The rooms required a slight renovation. The cleaning staff created a spotless atmosphere in the hotel. A complimentary mini bar was provided. The mini bar was not refilled. The breakfast was provided. The breakfast included a range of pastries, cheeses, and breads. The towels in the hotel are too stiff.",0.5
ref,test,34,The hotel was great. The hotel comes highly recommended. The hotel is close to transport networks. The rooms were modern. The rooms were really clean. What really stood out was the thermostat. The thermostat controls the heat and coolness of the room. The hotel provided a complimentary breakfast. The breakfast was substandard. The hotel has a thermostat control.,The hotel did not justify the cost. The hotel is located in a prime spot. The prime spot is along the river. The rooms were sizable. The rooms offered a splendid view of the Chicago River. Sometimes the rooms had an unpleasant odor. The rooms had a dingy bathroom. The hotel was lacking a beverage dispenser or refrigerator. The toilet tissue was not of good quality.,0.631578947368421
ref,test,35,It's a good hotel. I would definitely recommend it. I would return for another stay. The hotel is in a perfect location. The location is in the old quarter of Istanbul. The hotel is within minutes of the Blue Mosque. The hotel is within minutes of the Grand Bazaar. The hotel is within minutes of many other traditional and historic places in Sultanahmet. The rooms here are cosy. The rooms here are on the small side. The rooms here are always very clean. The rooms here are comfortable enough. The staff were knowledgeable. The staff were knowledgeable about the local area. The breakfast was fit for a king. It is definitely recommended. There was nothing not to like. Breakfast was on an open terrace. The hotel provides complimentary internet access. The internet access is in the reception.,This hotel is ideal for both pleasure and work trips. It is a much-needed boost for the hospitality industry. You can take a stroll through the park close to the hotel. You can find a selection of restaurants. The hotel's rooms are up-to-date. The rooms are of a suitable size. The rooms are reasonably priced. You can catch a glimpse of the Bosphorous. It is from certain areas in the building. The personnel working at the hotel were mostly competent. There were a few cases of inappropriate behavior. There is a cost associated with using the dial-up service to access the internet. The dial-up service is available for accessing the internet. The gym may be on the smaller side. It's still suitable for a quick exercise session.,0.2571428571428571
ref,test,36,The price of staying at this hotel was reasonable. The hotel is located in the city centre. The hotel is located right next to a canal. The rooms of the hotel can be small. The beds in the rooms can be little. The rooms are good value. The rooms are clean and well-furnished. The continental breakfast was a bit limited. The breakfast tasted great. The breakfast was provided by the hotel for free. The hotel provided free internet access. Be warned of the steep stairs. If you have heavy luggage. The hotel is gay friendly. Homosexual pornographic materials are left out in public areas.,The experience at this remarkable hotel was quite enjoyable in general. I would highly suggest others try this. I would return as well. This hotel is situated in an ideal location. The location provides easy access to the city center. The location provides the opportunity for a tranquil stroll or jog along the waterfront close by. There are eateries and delis located nearby. Many people in the area frequent them. Some of the hotel's rooms have a toilet situated within the room. This may not be suitable for all guests. Complimentary internet access is available. The internet access is available in each room. The personnel at the hotel were regularly unaccommodating. The personnel at the hotel did not complete assigned duties. The eatery located in the hotel is satisfactory. The individual glasses of wine can be costly.,0.3225806451612903
ref,test,37,"The hotel is situated about five minutes away from the airport. The hotel offers a free shuttle service to the downtown area. The shuttle service runs at twenty minutes past the hour. The suite has two bedrooms. The suite is stunning and really impressive. There were lots of nice features. The features included granite worktops, marble flooring, and stainless steel appliances for guest use. The bathroom featured Jacuzzi tubs and a really big walk-in shower. The breakfast passes only included the fruit. The breakfast passes only included the bread. The parking facility at the hotel cost $18, which is expensive. The water at the hotel was discoloured and riddled with seaweed.","The resort will be inviting and tranquil. You'll want to return again and again. The hotel was not far from the town centre. It required only a brief taxi journey. It was quite a lengthy journey to get to Duval Street. Taking a taxi was quite costly. The room was gorgeous. The room had stunning vistas. The bed in the room was adorned with lovely quilted coverings. Regarding the bed in the room. The customer service provided here is outstanding. You could not ask for anything better. It is top-notch. They were incredibly useful. They had a warm, inviting demeanor. You can find a serene atmosphere. You can have a few drinks. There are some wonderful saltwater pools. The cost is high. There are four amazing pools. There is an outdoor bar. It is worth it. I would definitely return.",0.6571428571428571
ref,test,38,This is a lovely and charming hotel. The hotel can be busy during September time. This hotel is nicely located in a quiet neighborhood. This hotel is also close to the best things to do in Venice. The rooms were clean. It seems more like a dorm than a hotel room. You need to spend extra 20 euro. The extra 20 euro is for an upgrade. The owners are very friendly. The breakfast is basic here. The breakfast area is quite small. It gets filled up fast. There are lots of places nearby. The staff will even make a reservation for you. The local boat trip to Murano is worth it. The advice would be to go on the normal boat.,It is highly suggested that people stay at this hotel. It may be too far away for some. The hotel is situated across from the Santa Lucia train station. The hotel is situated alongside the Grand Canal. It is situated in a quieter part of the city. It is a short stroll away from all the main attractions. It is a short stroll away from boat routes. The guest rooms are in the hotel. The hotel offers a scenic view of the canal. The rooms are bright. The rooms are kept in good condition. The bathrooms contain two sinks. This makes them perfect for a couple. The personnel at the hotel were accommodating. The personnel at the hotel were well-informed. The hotel served breakfast. The breakfast was satisfactory. The elevator in the hotel was quite compact. The elevator in the hotel was in excellent condition.,0.3142857142857143
ref,test,39,"The hotel is a tranquil escape. The Old Town is bustling. It is decorated in a modest fashion. It is decorated in an antiquated fashion. You can ask at this hotel. You can get an amazing room with a sea-view. The bathroom seems updated. The bathroom features a really great pressure shower. The continental-style breakfast was really good. The breakfast was served on the rooftop terrace. There are great views at this hotel. I found that their slippers are really comfortable. Their slippers don't feel cheap. Additionally, I found this.","The hotel is unassuming. The hotel is immaculate. The hotel is a cozy family-owned business. The hotel is located in Istanbul. The rooms were of a decent size. The beds were cozy but not inexpensive. The staff had command of the English language. The command of the English language was great. The hotel had a wide range of options for breakfast. The breakfast was served in a pleasant environment. The renovations to the hotel's roof terrace are not yet completed. The hotel's roof terrace is already impressive. Once completed, the roof terrace will be even more impressive.",0.25925925925925924
ref,test,40,The hotel is good value for money. The location is central. The location is close to the City Hall. There is a Burger King nearby. There is a 7 Eleven convenience store nearby. The rooms in the hotel were clean. The decor was a little outdated. The rooms were too cold. The buffet breakfasts and dinners in this hotel are absolutely superb. There is even an a la carte lunch option. There is a great bar on the ground floor. The bar serves really good tasty food. The internet provided at the hotel was of poor quality. The internet was unreliable. You had to put a down-payment just to connect. There is a pool at the hotel. The pool is really clean. The pool is of good quality.,"This hotel is magnificent. This hotel is sure to astound you. The grandeur of this hotel is impressive. The excellence of this hotel is impressive. If you remain here. You will have the urge to come back repeatedly. This spot is ideal due to its convenience. It is within walking distance of the subway. The rooms of the hotel were satisfactory. The lavatory, bed, and TV were located on the second floor of the chamber. The champagne served during tea was bubbly. The food was lacklustre. The Fullerton Hotel is the subject of the sentence. The outside of the hotel is being described. The hotel looks lovely in the evening.",0.5454545454545454
ref,test,41,"The hotel's furnishings are a bit outdated and need updating. The hotel was very clean. This hotel has a great central location. It is very close to many attractions. The attractions include MRT, Clarke Quay, and the National Museum. The bed was comfortable. The full size bath was a nice bonus. The isolation is bad. The elevator could be heard very clearly. The neighbor speaking could be heard very clearly. The downside is the lack of style. There is no wifi in the room. Disappointing breakfast. The choices are very limited. There is no fresh fruit. This hotel has a pool. The pool is very small. ",The accommodation is a superb structure. It replicates the look and feel of Las Vegas. It has a shopping mall. It has a conference center. It is advisable to stay at the hotel. There may be more intimate accommodation options available in Singapore. The spot is really nice. There is a shopping center nearby. The club room was remarkable. There was noise from the street outside. The modern decor was pleasing. The room was quite roomy. The bathroom was spacious. The bathtub was included. The personnel permitted an early check-in. The checkout process was effortless and swift. The personnel's assistance is highly satisfactory. The cuisine is tasty. It's a bit too expensive. There is a performance of music. The performance is in the fuse lounge. The fuse lounge is located at the hotel. The pool doesn't offer much privacy. The foyer is quite crowded.,0.9024390243902439
ref,test,42,This hotel may not be the right option for some. The hotel is only a five minute walk from the Town Hall rail station. You can also walk to shopping and tourist attractions from the hotel. The hotel is close to Darling Harbour. The corner-room was of an okay size. The corner-room was really cleaned to a high level. Check-in to your room can be earlier. You need to ask for it. The staff were quite nice overall. Sometimes the staff seemed to be put off. Sometimes the staff seemed to be lacking. The breakfast provided by the hotel was Continental. There were problems with not being on the necessary list. The hotel's restaurant was good. The hotel's restaurant was slightly expensive. The hotel was very helpful with pre-booking information. Check out of the stay was drawn out and frustrating.,"The room was rather uninteresting. The room was quite cramped. The room had a generous-sized bed. The room had some nice toiletries. You can savor a cocktail while admiring the harbor view. You can partake in a buffet breakfast at the hotel. The WiFi required payment, which was unexpected. The rooftop pool area is quite attractive. A further benefit is that the gym is limited in size. The gym is still suitable.",0.2962962962962963
ref,test,43,"This is a perfect hotel for a short stay. It is highly recommended because of the great value for money. The hotel is in a great location. The location is ideal for visiting the Musee d'Orsay or Saint Germain area. Firstly, the rooms are designed to be really unique and it shows. The plethora of mod-cons supplied includes an iPod dock, minibar, and a flat-screen television. There is nothing you could need. Everything is available. The room is very luxurious inside. The room is very relaxing and charming. The staff at this hotel are really caring. The staff at this hotel have a great attitude. The breakfast provided by the hotel was suitable. It was stocked with fresh, organic produce. There was plenty of food available. The ticket provided by the hotel allows for skipping the line. The skipping the line is only available at designated venues.",The time spent at this hotel was truly wonderful. The time spent at this hotel was truly pleasurable. I had an unforgettable time staying. It appeared to be an entirely new hotel. This spot was nice. It was situated on a street lined with trees. The street was frequented by people in the area. The hotel room had a stunning outlook of the canal. The rotunda and Stalingrad station were in the backdrop. The room is of reasonable size. The bathroom is spacious. The room lacks a bathtub. The room is neat and orderly. The bed is cozy. Some of the personnel at the hotel were accommodating. Some of the personnel at the hotel exhibited an unprofessional demeanor. The hotel offered basic French food with a view of the canal. The hot breakfast items would be gone in no time. The hotel offers a safe parking lot. The parking lot is located underneath the building. It is important to note. If one of the elevators is not functioning. It will take a bit longer to access the other one.,0.7
ref,test,44,"I booked directly with the hotel. It was really impressive. It made for a very special weekend. This place is recommended. The hotel was situated close to a metro station. The metro station allowed travel to the restaurants of Old Montreal. The hotel was within walking distance of the Montreal Jazz Festival. The rooms are adequately sized. The rooms are clean. The rooms have elegant furnishings. The rooms have a previous incarnation as a bank. The rooms retain some history from its previous incarnation as a bank. The rooms have free WiFi available. There is lovely modern art in the rooms. The hotel has a good bar. The bar is ideal for relaxing. Live music is played in the bar. The hotel had no street noise at all. On Friday and Saturday evenings, there was a music group playing at the bar area.",This hotel is always a great choice for any type of visit. It's a great choice for a shopping spree or something else. You will not be disappointed. Your stay here will be good. The hotel is located in the heart of Montreal. The hotel is located in Montreal's shopping area. It is located near McGill University. It is located near Ogilvy. It is located in a secure area of the city. The rooms come with some amazing features and amenities. There is an iPod docking station. There is a powerful shower. There is a DVD player and TV. There is a Jacuzzi tub in the bathroom that was really nice. The rooms were large. The rooms were opulent. The meal was provided through the hotel's in-room dining. The meal was quite delicious. You could park your car. The garage is where you could park your car.,0.28205128205128205
ref,test,45,"The hotel was a bargain. The hotel comes highly recommended. The hotel is located centrally to the main strip. Generally, everything is within walking distance. It is a minute's walk to the beach. Nearby 4th street has a selection of local restaurants too. The rooms were clean. The rooms were well maintained. They were reasonably priced. The deluxe options have a balcony overlooking 5th Avenue. The staff are incredibly knowledgeable about the local area. The staff will happily spend some time advising on the best places to see. They were gracious enough to book taxis to the airport. Booking taxis to the airport is a great touch. The hotel is near to Rancho Punto Venado. Rancho Punto Venado provides facilities for many outdoor activities such as horseback riding and ATV driving.",The hotel has a special club. The special club is specifically for children. The hotel is located in close proximity to the tram network. The hotel offers stunning views of the coast. It is a perfect option. It offers more tranquil accommodation. One of the hotel rooms is a suite. The suite is exceptionally wonderful. The personnel were usually amiable. Requests were not always handled promptly. The hotel offers delicious cuisine. Some of the meals may not be completely representative of the local area. The hotel offers Wi-Fi. The Wi-Fi is available to its patrons. The hotel has a swimming pool. There are chairs and tables set up around the swimming pool. You can upgrade your accommodation to a Casitas. You can enjoy a view of the ponds located on the property.,0.23529411764705882
ref,test,46,The hotel was a unique experience. The hotel had traditional features. The hotel had modern features. A stay at the hotel is recommended. The hotel is situated in an excellent location on the Grand Canal. It is only a couple of stops to San Marco Square. It is near to the Salute Church. It is close to a number of art galleries. It is close to the Vaporetto. The hotel has rooms overlooking the canal. The rooms are nice and clean. The hotel has a simple menu. The menu can be served wherever you like. The minibar is always stocked for guests. The hotel was a bit overpriced. The hotel did live up to that expectation. It was worth it.,This hotel is stunning. This hotel could be among the greatest. The hotel rooms have a classic Venetian look. The hotel rooms have a contemporary flair. The TVs are embedded in mirrors. The most luxurious suite in the hotel had a ceiling window. The ceiling window provided a tranquil atmosphere. The breakfasts at the hotel were freshly prepared. The breakfasts could be savored on the outdoor patio. This hotel has been carefully designed with high standards and quality in mind. Even the smallest details such as the placement of plug sockets and light switches have been taken into consideration.,0.14285714285714285
ref,test,47,"It was a comfortable experience at this hotel. There was classical music that came from a nearby opera school, which was a nice bonus. The location is excellent because it is on a quiet street. The location also allows for easy reach of principal city sights. The metro and city tour bus stop are really close. The room is clean. The room is large. The bathroom has been renovated and is great. The staff are a wealth of knowledge about the nearby restaurants. The staff are a wealth of knowledge about side trips. Their knowledge was super helpful. The breakfast has lots of choice. The quality of the continental foods and drinks on offer was great. They provide take away breakfast. There is no wireless internet in the rooms. Wireless internet is only available in the lobby.",The hotel lacks special touches. The hotel may be a bit overrated. This hotel is conveniently situated for taking a stroll to the city's amazing attractions. There are nearby stores and al fresco eateries. The hotel was situated in a small compound. The compound boasted some lovely orange trees. The orange trees added a splash of colour to the area. The chambers here are quite pleasant. The slamming of doors created a bit of a ruckus. The breakfast spread was quite delicious. The breakfast spread was a bit plain. It is strongly suggested. You should try the scrambled eggs. The bells of the nearby church were making a lot of noise. It is suggested that you bring earplugs.,0.4838709677419355
