summ_type,split,example_id,summ_a,summ_b,nli_contrast_cont_score
ref,dev,28,This hotel provided a great stay. It is really recommended. The hotel is closely located. The location is close to Giotto's Campanile. The rooms in this hotel are really great. The rooms in this hotel are quite spacious. There was outside noise. The noise was from the bells in the morning. It was difficult to navigate the hotel. The difficulty was due to the floor layout.,The stay at the hotel was a brilliant experience. There were no faults. Staying in Florence was an impeccable choice. Florence was highly recommended. You can clearly hear the bells from the Duomo in the morning. This may be a negative for some. It is worth noting. Eating lunch on the rooftop terrace is a nice way to enjoy lunch. The rooftop terrace offers a gorgeous view of the city. There were multiple levels. The levels were on different levels. It could often make it difficult to get around the hotel.,0.5909090909090909
ref,dev,29,This is a great place for a short stay. It will likely make you want to come back again. The hotel is not central. The area is quite safe. The location is pretty good. The rooms are in the hotel. The rooms are modern. Some of the hotel's staff seemed disinterested. There was an incident at the hotel. The staff did not help with the incident. You can get a complimentary coffee from the barista. It is worth mentioning. There is a coffee machine supplied here. The coffee machine is fine. The parking is available at the hotel. The cost of parking is 12 dollars per night.,The hotel is an ideal place. It is ideal for a short trip. The hotel is located outside the centre of Rome. The rooms are mostly very clean. The rooms are quite decent with a modern feel to them. A downside was upon opening the window. There was a lot of black mould. Some of the staff members didn't respond well. An issue occurred. They showed no apathy. They showed no interest after the incident. That really let the staff down. The coffee here at the hotel is good. You can get free cappuccinos from the barista as well. The parking at the hotel can be expensive. It costs around 12 per night.,0.84375
ref,test,30,"The hotel is decent. It is a great choice if looking for a cheap, clean, and secure place to stay. The hotel is close to the Grand Bazaar. The hotel is close to the Blue Mosque. The hotel is close to the tram lines for transport around the city. The rooms are pretty comfortable. This room in particularly constantly had smoke blowing up from the lobby. The staff is at the hotel. The staff provided a good service. The hotel had breakfast included. The breakfast was included in the price of the stay. One thing to note with the hotel is that there is only a one way transfer. You will have to pay for either the pick up or the drop off to the airport.",The hotel is cheap. The hotel is clean. The hotel has good security. This hotel is situated in a really convenient location. The location is ideal for those who wish to see some of the grand sites this place has to offer. The grand sites can be the bazaar or religious sites. The rooms in the hotel are comfortable. Cigarette fumes often drifted into the surrounding rooms. The staff will provide a really great service at this hotel. The breakfast is included. The price is excellently valued. The one-way transfer provided is a slight inconvenience. It's not a big problem because it is actually quite cheap.,0.3076923076923077
ref,test,31,The facilities of this hotel are really great. It's one of the most enjoyable stays. The location of the hotel was rather disappointing. It is not a very scenic area of Hong Kong. The hotel's rooms are adequate. The hotel's rooms are perhaps a little darkly lit. The rooms are clean and quiet. It is worth booking a room on the Club floor for a more updated room. The staff find nothing to be too much trouble. The buffet breakfast is absolutely amazing. The buffet breakfast is really varied. The restaurant provides some really good food. The food is worth trying. The hotel has a bi-hourly bus shuttle service available. The bus shuttle service is available to guests. It is not worth getting a hotel with a pool. The climate is often not suitable for swimming.,The Metropark Kowloon is very cost effective. It is ideal for those who need to crash after a hard day's sightseeing and travelling. This hotel isn't in the best location. There were some bargains to be found at a nearby market. There are bus routes. That is a bonus. The hotel room was spotless. The hotel room was quiet and peaceful. All amenities were sufficient enough for all needs. The size was fine. The breakfast buffet was provided at the hotel. The breakfast buffet had a lot of variety. The food in the restaurant is good. The Sip Sip bar had a wide range of cocktails on offer. There was free internet connection provided here. The 30 minute minibus service was really great. The minibus service was also free.,0.6470588235294118
ref,test,32,"The hotel is unique. The hotel provides a unique and unforgettable experience. It is highly recommended for the convenience and friendliness here. The location is superb. It had absolutely in the center of everything you could need. The hotel rooms are decorated sophistically. The TV was very small. The service was exceptional. Every member of staff on front of house were super polite, courteous and so thoughtful. Brasserie Jo is a restaurant attached to the hotel. The food at Brasserie Jo is delicious. The atmosphere at Brasserie Jo is charming. The service at Brasserie Jo is the best. There is a gym in this hotel. The gym is good. It is on the fifth floor. It features some cardio machines.","The Colonnade Hotel is a great place to stay. The Colonnade Hotel is highly recommended. The atmosphere is comfortable. The atmosphere is unique. The hotel is situated centrally in Boston. It is situated for activities. It is in close proximity to a T connection. It is in close proximity to the Hynes Convention Centre. The rooms in this hotel are really comfortable. The rooms have nice features such as feather pillows and comforter. The television was on the small side. However, it was still a television. The hotel's staff are fantastic. The staff are fantastic from arrival to departure. They are helpful. They are a good face for the hotel. The front desk staff is of particular note. The concierge Jerry Good is of particular note. The doorman Norman Maines is of particular note. The restaurant is named Brasserie Jo. Brasserie Jo is excellent. The food at Brasserie Jo is delicious. The hotel has a gym. The gym is usable for guests.",0.2926829268292683
ref,test,33,"The hotel is highly recommended. You will want to come back to the hotel. The hotel is definitely five-star. The hotel is only a minute from the beach in one direction. The hotel is only a minute from the beach in the other direction. The hotel has a rooftop pool. The rooftop pool has a view of the sea. The hotel is located near to the Port Olympic. The hotel is located near to Barcelonetta. There is a fitness park. The fitness park is a two minute walk away. The hotel room had a good bathroom. The pillows and linen were a bit uncomfortable. The bed was a good size. There was a large TV. There was WiFi, etc. The room was spacious. The room was clean. The room had a sea view. The food was really good here. The breakfast was especially good. Sometimes the restaurant did not open for dinner. The chef would be flexible for a small party. This is great. The pools were a great addition to this hotel. The fitness centre was also a great addition to this hotel. There's a Jacuzzi on the rooftop. The Jacuzzi on the rooftop was really fun.","The hotel is definitely worth its five star rating. The hotel is expensive. The hotel is ideal for a city holiday. The hotel is ideal for a beach holiday. The hotel is ideal for a combined city and beach holiday. The hotel is set close to the beach. You will not need to walk too far. There are wonderful views from the top of the hotel. The views remind you of what a great location you are staying in. Additionally, the views are a great feature of the hotel. The bed in the room didn't have the softest linen. The pillows weren't great either. The bed itself was comfortable. Everything was in good condition. There is WiFi in the room. There is a nice big television. The hotel had a lovely bar/restaurant overlooking Barcelona. It can be expensive, so be warned. The restaurant is not available every day. They can be flexible in providing catering on request. The hotel has facilities. The facilities are great. There are two pools within the hotel. There is a rooftop Jacuzzi within the hotel. There is a fitness centre within the hotel.",0.6792452830188679
ref,test,34,The hotel was great. The hotel comes highly recommended. The hotel is close to transport networks. The rooms were modern. The rooms were really clean. What really stood out was the thermostat. The thermostat controls the heat and coolness of the room. The hotel provided a complimentary breakfast. The breakfast was substandard. The hotel has a thermostat control.,You could stay here for pleasure. You could stay here for other reasons. It's such a great hotel. The public transportation is close. The hotel has modern rooms. The rooms have a thermostat control for the room's temperature. The breakfast was free. It felt a lot more like a soup kitchen. There were massive lines. There was nowhere to even sit. There was a thermostat. The thermostat was useful for controlling how hot or cool you would like it to be.,0.5454545454545454
ref,test,35,It's a good hotel. I would definitely recommend it. I would return for another stay. The hotel is located in the old quarter of Istanbul. The location of the hotel is perfect. The hotel is within minutes of the Blue Mosque. The hotel is within minutes of the Grand Bazaar. There are many other traditional and historic places in Sultanahmet. The rooms here are cosy. The rooms here are on the small side. The rooms here are always very clean. The rooms here are comfortable enough. The staff were knowledgeable. Their knowledge was about the local area. The breakfast was fit for a king. It is definitely recommended. There was nothing not to like. Breakfast was on an open terrace. The hotel provides complimentary internet access. The complimentary internet access is in the reception.,"The hotel was a wonderful boutique style. There were some pleasant surprises provided such as wines, fresh fruits. Transport was provided to the hotel. Highly recommended. Everything is within walking distance from the hotel. The public transportation is within walking distance from the hotel. You can take the public transportation to get to the main street. The rooms in the hotel were a little small. The rooms in the hotel were clean and comfortable. There is no WiFi available in the room. There is not a lot of room for storage. The staff are helpful. The staff are always willing to help out. The staff have polite manners. The hotel provides a great breakfast. Breakfast and dinner can be enjoyed at the rooftop dining area. There was an unexpected bonus to this hotel. The reception area provides guests with free internet access.",0.42105263157894735
ref,test,36,The price of staying at this hotel was reasonable. The hotel is located in the city centre. The hotel is located right next to a canal. The rooms of the hotel can be small. The beds in the rooms can be little. The rooms are good value. The rooms are clean and well furnished. The continental breakfast was a bit limited. The breakfast tasted great. The breakfast was provided by the hotel for free. The hotel provided free internet access. Be warned of the steep stairs. If you have heavy luggage. The hotel is gay friendly. There are homosexual pornographic materials left out in public areas.,"This hotel is reasonably priced. This hotel has great style to it. It will provide a stay. The stay will be perfect. The hotel is centrally located. The hotel is close to everything. The price makes this hotel great. The rooms are very nice and clean. Be sure to book a large room. You will end up with small beds if you don't. The hotel provided a complimentary Continental breakfast. Hot drinks were available at all times. Food is served. It is served in a reserved dining room. Hotels here are not cheap. Hotels here are very often quite small. In this hotel, there are quite steep stairs. Large suitcases are quite hard work on these stairs.",0.5454545454545454
ref,test,37,The hotel is situated about five minutes away from the airport. The hotel offers a free shuttle service to the downtown area. The shuttle service departs at twenty minutes past the hour. The suite has two bedrooms. The suite is stunning and really impressive. There were lots of nice features such as granite worktops. There were lots of nice features such as marble flooring. There were lots of nice features such as stainless steel appliances for guest use. The bathroom featured Jacuzzi tubs. The bathroom featured a really big walk-in shower. The breakfast passes only included the fruit. The breakfast passes only included the bread. The parking facility at the hotel cost $18 which is expensive. The water at the hotel was discoloured and riddled with seaweed.,"The hotel is located in Key West. There are lots of water activities to take part in. There is a small sandy beach nearby. This hotel is not in the heart of all the action. The hotel provides a free shuttle service downtown. The hotel had rooms. The rooms of the hotel were really good. They had a view of the water. The view was across two balconies. The rooms had a large living area. The rooms had a dining area. The rooms had a kitchen facility. The kitchen has granite counters. The kitchen has stainless steel appliances. All the appliances are high end. The bathroom was fantastic. There were jetted hot tubs. There was a walk-in shower. The staff were good at this hotel. The staff were very accommodating to you. The breakfast was pretty limited. As a Rewards member who receives a breakfast pass, the hotel only supplied fruit and bread areas. The hotel did not even include the typical powdered eggs. The parking is $18 at this hotel. The water looks dirty and is full of seaweed.",0.6410256410256411
ref,test,38,This hotel is lovely and charming. The hotel can be busy during September time. This hotel is nicely located in a quiet neighborhood. It is also close to the best things to do in Venice. The rooms were clean. The rooms seemed more like a dorm than a hotel room. You need to spend an extra 20 euro. The extra 20 euro is for an upgrade. The owners are very friendly. The breakfast is basic here. The breakfast area is quite small and it gets filled up fast. There are lots of places near by. The staff will even make a reservation for you. The local boat trip to Murano is worth it. The advice would be to go on the normal boat.,"The hotel is generally good. The hotel may be a little difficult to find. The hotel is nicely located off the beaten path. The hotel is hidden away in a quiet neighborhood. It is great once you get your bearings in Venice. It is close to everything. The trip to Murano is not good. The trip to Murano is free. The room was clean. The price for Venice was good. The initial room was more of a dorm room than a hotel room. The initial room was away from the main hotel. They were eventually able to get a lovely room. The lovely room cost an additional amount. The owners of this hotel were friendly. The hotel offers a basic breakfast. The room is too small. The room fills quickly. There are places to eat nearby. You can book a place in the restaurant. One boat tried was the size of a box. If going to Murano, go on the normal boat.",0.5135135135135135
ref,test,39,"The hotel is a tranquil escape. The Old Town is bustling. It is decorated in a modest fashion. It is decorated in an antiquated fashion. You can ask at this hotel. You can get an amazing room. The room has a sea-view. The bathroom seems updated. The bathroom features a really great pressure shower. The continental-style breakfast was really good. The breakfast was served on the rooftop terrace. There are great views at this hotel. I found that their slippers are really comfortable. Their slippers don't feel cheap. Additionally, I found this information.",This hotel provides a lovely stay. This hotel provides a thoroughly enjoyable stay. The rooms in the hotel are comfortable. Some rooms can have a sea view. The bathroom was modern. There was a great pressure shower. The breakfast is served on the roof. The breakfast is a continental one. The breakfast is delicious. Drinks are a good price. Drinks are served until 11pm on the roof terrace. The slippers are provided by the hotel. The slippers are long-lasting. The slippers are very comfortable.,0.2413793103448276
ref,test,40,The hotel is good value for money. The location is central. The location is close to the City Hall. There is a Burger King nearby. There is a 7 Eleven convenience store nearby. The rooms in the hotel were clean. The decor was a little outdated. The rooms were too cold. The buffet breakfasts in this hotel are absolutely superb. The buffet dinners in this hotel are absolutely superb. There is even an a la carte lunch option. There is a great bar on the ground floor. The bar serves really good tasty food. The internet provided at the hotel was of poor quality. The internet was unreliable. You had to put a down-payment just to connect. There is a pool at the hotel. The pool is really clean. The pool is of good quality.,The hotel has good but not great amenities. It is okay value for money. It provides a clean stay. It provides a roomy stay. It provides a comfortable stay. This hotel is located in a great spot. There was good access to all you could need. The rooms are cold. The non-smoking room smelled of smoke. The hotel has a good selection of food available. There is a breakfast buffet. There is an a la carte lunch menu. There is a buffet dinner. There is a lot to choose from. The prices are reasonable. Some hotel packages include meals. The meals are in the Brasserie. The hotel is situated quite high up. It can be exhausting. There is a pool in the hotel. The pool is very clean. There is a $10 charge. The charge is for use of the internet.,0.7857142857142857
ref,test,41,"The hotel's furnishings are a bit outdated. The hotel's furnishings need updating. The hotel was very clean. This hotel has a great central location. It is very close to many attractions. The attractions include MRT, Clarke Quay, and the National Museum. The bed was comfortable. The full size bath was a nice bonus. The isolation is bad. The elevator can be heard very clearly. Neighbor speaking can be heard very clearly. The lack of style is a downside. There is no wifi in the room, which is also a downside. Disappointing breakfast. The choices are very limited. There is no fresh fruit available. This hotel has a pool. The pool is very small.",The hotel is clean. The hotel is perhaps in need of a restoration. The furnishings are a bit old fashioned. The general decor is a bit old fashioned. The hotel has a great centralized location. The hotel is conveniently close to MRT. The hotel is conveniently close to Clarke Quay. The hotel is conveniently close to the National Museum. The room was next to a noisy area near the elevator. The bed was comfortable. The bathroom was so small only one person could fit in it at a time. The bathroom did offer a full-sized bath for relaxing in. Some rooms have not yet been renovated and are run down. There was no wifi in the room. Ms Kripa works at the club floor. Ms Kripa deserves particular mention. The hotel's breakfast choices were limiting and disappointing. They had no other fresh fruit on offer. Bananas and apples were the only fruits available. The hotel has a pool. The pool is very small.,0.8717948717948718
ref,test,42,"This hotel may not be the right option. Some people may not find this hotel suitable. The hotel is only a five minute walk from the Town Hall rail station. You can walk to shopping and tourist attractions from the hotel. The hotel is close to Darling Harbour. The corner-room was of an okay size. The corner-room was really cleaned to a high level. Check-in to your room can be earlier. You need to ask for it. The staff were quite nice overall. Sometimes, the staff seemed to be put off. Sometimes, the staff seemed to be lacking. The breakfast provided by the hotel was Continental. There were problems with not being on the necessary list. The hotel's restaurant was good. The hotel's restaurant was slightly expensive. The hotel was very helpful with pre-booking information. Check out of the stay was drawn out and frustrating.",Everything you could need is only a short walk away from this hotel. The hotel is located in a great spot. There is a rail station nearby. Choosing to go further afield is an option. The rooms are quite large. They are spotless. They are quiet. They are really comfortable. The staff of the hotel were generally helpful and courteous. The reception was sometimes less professional when dealing with issues. The restaurant provides really good meals. The prices are a bit high. You can ask about checking in early. This hotel's checking out seemed to be quite long.,0.75
ref,test,43,"This is a perfect hotel for a short stay. This hotel is highly recommended because of the great value for money. The hotel is in a great location. The location is ideal for visiting the Musee d'Orsay or Saint Germain area. Firstly, the rooms are designed to be really unique and it shows. The unique design of the rooms does not compromise the mod-cons supplied. The mod-cons supplied include an iPod dock, minibar, and a flat-screen television. There is nothing you could need. Everything is available. The room is very luxurious inside. The room is very relaxing and charming. The staff at this hotel are really caring. The staff at this hotel have a great attitude. The breakfast provided by the hotel was suitable. The breakfast was stocked with fresh, organic produce. There was plenty of food available. The ticket provided by the hotel allows for skipping the line. The skipping the line is only available at designated venues.","The hotel is great value. The hotel is ideal for a short stay. The hotel is very close to the Musee d'Orsay. The hotel is within walking distance of the Saint Germain part of Paris. The design of the hotel rooms was stylish. The design of the hotel rooms was colourful. The room was relaxing. The room included all the extras such as flat screen television, iPod docking station, safe, etc. The room is clean. The room is elegant. The staff at the hotel had a compassionate attitude. The compassionate attitude was towards guests. The breakfast had generous offerings. The offerings included organic products. The hotel provides a ticket to skip the queue. This is a great bonus.",0.4411764705882353
ref,test,44,"Booking directly with the hotel was impressive. It made for a very special weekend. This place is the place to be. The hotel was situated close to a metro station. The metro station allowed travel to the restaurants of Old Montreal. The hotel was within walking distance of the Montreal Jazz Festival. The rooms are adequately sized. The rooms are clean. The rooms have elegant furnishings. The rooms were previously a bank. The rooms retain some history from its previous incarnation as a bank. The rooms have free WiFi available. The rooms have lovely modern art. The hotel has a good bar. The bar is ideal for relaxing. Live music is played in the bar. The hotel had no street noise at all. On Friday and Saturday evenings, there was a music group playing at the bar area.","The hotel is decorated with lots of desirable artwork. There is a lobby. The lobby is home to live bossa nova music. There is a good bar for guests. This hotel is ideally situated to explore the Old Town on foot. The metro stop is easily accessible by walking a few blocks. The metro can take you to some great shopping locations. The metro can take you to some great restaurants. The tall ceilings in the rooms provide a larger feel. The room is otherwise average-sized. The furnishings are elegant and stylish. They provide quite a charming feel to the room. However, the sentence implies a contrast between the furnishings and something else that may not be as charming. This hotel is a great place to drink some wine. This hotel is a great place to appreciate the great music they play here. The atmosphere at the hotel was very good. There was no street noise. There was a bossa nova group. The group played at the hotel on weekend evenings.",0.35135135135135137
ref,test,45,The hotel was a bargain. The hotel comes highly recommended. The hotel is located centrally to the main strip. Generally everything is within walking distance. It is a minute's walk to the beach. Nearby 4th street has a selection of local restaurants. The rooms were clean. The rooms were well maintained. They were reasonably priced. The deluxe options have a balcony overlooking 5th Avenue. The staff are incredibly knowledgeable about the local area. They will happily spend some time advising on the best places to see. They were gracious enough to book taxis to the airport. Booking taxis to the airport is a great touch. The hotel is near to Rancho Punto Venado. Rancho Punto Venado provides facilities for many outdoor activities such as horseback riding and ATV driving.,"This hotel is highly recommended because it's a bargain. It's beautiful, bright, and comfortable. Above all else, it's clean. This hotel is in a great location. The beach is only one minute's walk away. There are great locals' restaurants 100 yards from the beach. The larger deluxe rooms have a nice partial view of the ocean because of the balcony. The room was really clean and well-kept. The hotel staff were helpful. They booked local restaurants. They booked transport to the airport. They made the stay more pleasurable. Breakfasts were served here. The breakfasts served here were really nice. There are great activities close to this hotel to participate in. These activities really add to a trip.",0.375
ref,test,46,The hotel was a unique experience. The hotel had traditional features. The hotel had modern features. A stay at the hotel is recommended highly. The hotel is situated in an excellent location on the Grand Canal. It is only a couple of stops to San Marco Square. It is near to the Salute Church. It is close to a number of art galleries. It is close to the Vaporetto. The hotel has rooms overlooking the canal. The rooms are nice and clean. The hotel has a simple menu. The menu can be served wherever you like. The minibar is always stocked for guests. The hotel was a bit overpriced. The hotel lived up to that expectation. It was worth it.,This is a great stylish contemporary hotel. The hotel pays attention to every detail. The hotel cannot be recommended enough. This boutique hotel is perfectly located. It is on the edge of one of the greatest areas. It is away from tourist hordes. It is quiet. The location is calm. It isn't too far away from good sight-seeing spots. There is no problem getting around the city. The rooms are well-maintained and clean. There is quite a walk up to the room if staying on the top floor.  The breakfast is of the highest quality. There is the option to eat in either the breakfast room or the roof terrace. The stay was at a hotel. The stay was a little expensive.,0.5151515151515151
ref,test,47,It was a comfortable experience at this hotel. There was classical music that came from a nearby opera school. The location is excellent. It is on a quiet street. It allows easy reach for principal city sights. The metro and city tour bus stop are really close. The room is clean and large. The bathroom has been renovated and is great. The staff are a wealth of knowledge about the nearby restaurants. The staff are a wealth of knowledge about side trips. Their knowledge was super helpful. The breakfast has lots of choice. The quality of the continental foods on offer was great. The quality of the drinks on offer was great. They provide take away breakfast. There is no wireless internet in the rooms. Wireless internet is only available in the lobby.,"The Oceania is a 2 - 3 star hotel. It lacks in grandeur. It makes up for it with its staff. There is enjoyable music in the air from the nearby opera school. The hotel is comfortable. The hotel is clean. The hotel's location is excellent. It lies just off of the Piazza della Repubblica on a quiet street. It is close to buses and trains. It allows reaching the city and sights easily. The hotel had an old double room. The old double room was spotlessly clean. The renovated bathroom was great. Breakfast was an ample continental breakfast. The breakfast included bread, pastries, juices, and coffee. It was lovely. You can get it to take away. You can get it to take away if you need to leave early. The Internet was available. The Internet was only available in the lobby.",0.6486486486486487
