summ_type,split,example_id,summ_a,summ_b,summ_comm,nli_contrast_cont_score
ref,dev,29,This is a great place for a short stay. It will likely make you want to come back again. The hotel is not central. The area is quite safe. The location is pretty good. The rooms are in the hotel. The rooms are modern. Some of the hotel's staff seemed disinterested. There was an incident at the hotel. The staff did not help with the incident. You can get a complimentary coffee from the barista. It is worth mentioning. There is a coffee machine supplied here. The coffee machine is fine. The parking is available at the hotel. The cost of parking is 12 a night.,This is an excellent location. It is suitable for a brief visit. The visit will likely have you wanting to return. The hotel is not in a prime location. The region is secure. The spot is quite favorable. The hotel has rooms that are up-to-date. Some of the hotel's personnel appeared to be apathetic. They were not assisting with an occurrence at the hotel. The barista will provide you with a free coffee. It is noteworthy. A coffee machine is provided here. The coffee machine is satisfactory. The fee for parking at the hotel is 12 dollars. The fee for parking at the hotel is per night.,This spot is great for a short stay. The short stay will likely make you eager to come back. The hotel is situated in a spot that is not ideal. The area is safe. It is an ideal location. The hotel has rooms. The rooms are up-to-date. Some of the hotel staff seemed indifferent. There was an incident that happened at the hotel. The barista is offering you a complimentary coffee. It is remarkable. A coffee maker is available here. The coffee maker is satisfactory. The cost of parking at the hotel is 12 dollars. The cost of parking at the hotel is for each evening.,0.8695652173913043
ref,test,30,"The hotel is decent. It is a great choice if looking for a cheap, clean, and secure place to stay. The hotel is close to the Grand Bazaar. The hotel is close to the Blue Mosque. The hotel is close to the tram lines for transport around the city. The rooms are pretty comfortable. This room in particularly constantly had smoke blowing up from the lobby. The staff is at the hotel. The service provided by the staff was good. The hotel had breakfast included. The price of the stay included breakfast. One thing to note with the hotel is that there is only a one way transfer. You will have to pay for either the pick up or the drop off to the airport.","This hotel is a good option. You're looking for an affordable, tidy, and safe place to stay. The hotel is located near the Grand Bazaar. The hotel is located near the Blue Mosque. The hotel is located near the tram routes that provide transportation throughout the city. This room is notably more comfortable than others. There is constantly a stream of smoke coming up from the lobby. The personnel at the hotel provided service. The service provided by the personnel at the hotel was excellent. The cost of the hotel stay included something. The included thing is a complimentary breakfast. The hotel only offers a one-way transfer service. You will have to cover the cost of either the pick up or drop off to the airport. It is important to keep in mind.",This hotel is an economical choice. This hotel is a clean choice. This hotel is a secure choice. This hotel is a good choice if you are seeking accommodations. The accommodation is close to the Grand Bazaar. The accommodation is close to the Blue Mosque. The accommodation is close to the tram lines. The tram lines give access to different parts of the city. This room is significantly more pleasant than the rest. There is a perpetual flow of smoke coming up from the lobby. The staff at the hotel provided service. The service provided was outstanding. The hotel stay was inclusive of a free breakfast. The hotel only provides a one-way transfer service. You will need to pay for the pick up or drop off to the airport. It is essential to remember this.,0.7441860465116279
ref,test,31,The facilities of this hotel are really great. It's one of the most enjoyable stays. The location of the hotel was rather disappointing. It is not a very scenic area of Hong Kong. The hotel's rooms are adequate. The hotel's rooms are perhaps a little darkly lit. The rooms are clean and quiet. It is worth booking a room on the Club floor for a more updated room. The staff find nothing to be too much trouble. The buffet breakfast is absolutely amazing. The buffet breakfast is really varied. The restaurant provides some really good food. The food is worth trying. The hotel has a bi-hourly bus shuttle service available to guests. It is not worth getting a hotel with a pool. The climate is often not suitable for swimming.,"This hotel has amazing amenities. It is one of the most pleasant places to stay. The hotel was situated in an unappealing spot. The hotel was not in a particularly picturesque part of Hong Kong. The hotel's accommodations are satisfactory. The lighting may be a bit dim. The rooms are spotless and serene. Reserving one on the Club floor is a good option if you are looking for a more up-to-date room. The staff are willing to do whatever it takes. The spread of food available for breakfast is incredibly impressive. It offers a wide variety of options. The eatery has some scrumptious cuisine. The cuisine is worth sampling. Furthermore, the eatery has this cuisine. The hotel offers a bus shuttle service. The shuttle runs every two hours for guests. Staying in a hotel with a pool is an idea. The weather may not be suitable for swimming.","This hotel has outstanding features. It is a highly enjoyable place to stay. The hotel was located in an unattractive area. The area was not a particularly beautiful part of Hong Kong. The hotel's lodgings are acceptable. The lighting could be brighter. The rooms are immaculate and tranquil. Booking a room on the Club floor is a great choice if you desire a more modern room. The personnel are eager to go the extra mile. The array of breakfast food choices is truly remarkable. The breakfast food choices provide a large selection of items. The restaurant offers some delicious food. The food is worth trying. In addition, the restaurant offers the food. The hotel provides a bus shuttle. The bus shuttle operates every two hours. The bus shuttle is for its visitors. It is not a wise decision to book a hotel with a pool. The weather might not be suitable for swimming.",0.9056603773584906
ref,test,32,"The hotel is unique. The hotel provides a unique and unforgettable experience. It is highly recommended for the convenience and friendliness here. The location is superb. It had absolutely in the center of everything you could need. The hotel rooms are decorated sophistically. The TV was very small. The service was exceptional. Every member of staff on front of house were super polite, courteous, and thoughtful. Brasserie Jo is a restaurant attached to the hotel. The food at Brasserie Jo is delicious. The atmosphere at Brasserie Jo is charming. The service at Brasserie Jo is the best. There is a gym in this hotel. The gym is good. It is on the fifth floor. It features some cardio machines.",The hotel offers a one-of-a-kind experience. The hotel offers an unforgettable experience. It is highly recommended for its convenience. It is highly recommended for its welcoming atmosphere. The spot is excellent. (There is no need to split this sentence as it is already a simple sentence.) It was situated in the middle. All that was necessary was nearby. The hotel rooms had a sophisticated decor. The television was quite petite. The service was outstanding. Every employee in the customer-facing area was incredibly polite. Every employee in the customer-facing area was gracious. Every employee in the customer-facing area was incredibly considerate. Brasserie Jo is an eatery connected to the hotel. The cuisine at Brasserie Jo is delectable. The ambiance at Brasserie Jo is pleasant. The service at Brasserie Jo is superb. This hotel has a gym. The gym is excellent. It is located on the fifth level. It has some cardio equipment.,"The hotel gives visitors a unique stay. The hotel gives visitors a remarkable stay. It is strongly suggested to take advantage of its ease. It is strongly suggested to take advantage of its inviting environment. The location is superb. It was located directly in the center. Everything that was required was nearby. The hotel rooms had an elegant design. The TV was quite small. The customer service was remarkable. Each staff member in the customer-facing area was exceedingly courteous, kind, and thoughtful. Brasserie Jo is a restaurant associated with the hotel. The food at Brasserie Jo is delicious. The atmosphere at Brasserie Jo is pleasant. The service at Brasserie Jo is excellent. This hotel has a fitness center. The fitness center is exceptional. It can be found on the fifth floor. It contains some cardiovascular machines.",0.13793103448275862
ref,test,33,"The hotel is highly recommended. You will want to come back to the hotel. The hotel is definitely five-star. The hotel is only a minute from the beach in one direction. The hotel is only a minute from the beach in the other direction. The hotel has a rooftop pool. The rooftop pool has a view of the sea. The hotel is located near to the Port Olympic. The hotel is located near to Barcelonetta. There is a fitness park. The fitness park is a two minute walk away. The hotel room had a good bathroom. The pillows and linen were a bit uncomfortable. The bed was a good size. There was a large TV. There was WiFi. The room was spacious. The room was clean. The room had a sea view. The food was really good here. The breakfast was especially good. Sometimes the restaurant did not open for dinner. The chef would be flexible for a small party, which is great. The pools were a great addition to this hotel. The fitness centre was also a great addition to this hotel. There's a Jacuzzi on the rooftop. It was really fun.","It is strongly suggested that you stay at this hotel. The hotel offers a five-star experience. The experience will make you want to return. The hotel is located a mere minute away from the beach in one direction. The hotel is located a mere minute away from the beach in the other direction. The hotel features a rooftop swimming pool. The rooftop swimming pool has a scenic outlook of the ocean. The hotel is situated close to Port Olympic. The hotel is situated close to Barcelonetta. It is possible to reach a fitness park. The fitness park is within two minutes by walking. The bathroom in the hotel room was satisfactory. The pillows and sheets were not as comfortable as desired. The bed was of a satisfactory size. There was a sizable television. There was internet access and so forth. The room was spacious. The room was tidy. The room boasted a stunning view of the ocean. The edibles served here were particularly delicious. The morning meal was especially delicious. Occasionally, the eatery would not be available for dinner. The cook would be accommodating for a small gathering, which is wonderful. The pools were a fantastic addition to the hotel. The fitness centre was a fantastic addition to the hotel. The rooftop had a Jacuzzi. It was a blast.","It is strongly recommended that you remain at this accommodation. It provides a luxurious experience. It will make you want to come back. The hotel is situated just a short distance away from the beach in one direction. The hotel is situated just a short distance away from the beach in the other direction. The hotel offers a rooftop pool. The rooftop pool has a breathtaking view of the sea. The hotel is located near Port Olympic. The hotel is located near Barcelonetta. One can get to a fitness park. It takes two minutes to get there by walking. The bathroom in the hotel room was acceptable. The pillows and bedding were not as cozy as wanted. The bed was an appropriate size. There was a large television. There was an internet connection. There were other amenities, etc. (implied by ""and so on"") The room was roomy. The room was neat. The room had an amazing view of the sea. The food served here was especially tasty. The breakfast was particularly tasty. The restaurant would sometimes not be open for dinner. The chef would be willing to cater for a small party. This is great. The swimming pools were an excellent enhancement to the hotel. The gymnasium was an excellent enhancement to the hotel. The rooftop was equipped with a Jacuzzi. It was a lot of fun.",0.7831325301204819
ref,test,34,The hotel was great. The hotel comes highly recommended. The hotel is close to transport networks. The rooms were modern. The rooms were really clean. What really stood out was the thermostat. The thermostat controls the heat and coolness of the room. The hotel provided a complimentary breakfast. The breakfast was substandard. The hotel has a thermostat control.,The hotel was excellent. The hotel is worthy of a high recommendation. The hotel is situated near public transportation routes. The accommodations were contemporary. The accommodations were exceptionally tidy. The thermostat regulated the temperature of the room. The thermostat was especially noteworthy. The hotel provided a free breakfast. The free breakfast was not up to standard. The hotel has a temperature regulator.,The hotel was outstanding. The hotel deserves a strong endorsement. The hotel is located close to public transportation lines. The lodgings were modern. The lodgings were extremely neat. The thermostat maintained the temperature of the space. The thermostat was particularly remarkable. The hotel offers a complimentary breakfast. The breakfast did not meet expectations. The hotel has a device. The device can adjust the temperature.,0.5161290322580645
ref,test,35,It's a good hotel. I would definitely recommend it. I would return for another stay. The hotel is located in the old quarter of Istanbul. The location of the hotel is perfect. The hotel is within minutes of the Blue Mosque. The hotel is within minutes of the Grand Bazaar. The hotel is within minutes of many other traditional and historic places in Sultanahmet. The rooms here are cosy. The rooms here are on the small side. The rooms here are always very clean. The rooms here are comfortable enough. The staff were knowledgeable. The knowledge was about the local area. The breakfast was fit for a king. It is definitely recommended. There was nothing not to like. Breakfast was on an open terrace. The hotel provides complimentary internet access. The internet access is in the reception.,I would highly suggest this hotel. I would absolutely come back for another visit. The hotel is situated in an ideal spot. The spot is in the historic district of Istanbul. The hotel is located close to the Blue Mosque. The hotel is located close to the Grand Bazaar. There are numerous other traditional and historic sites in Sultanahmet that are close to the hotel. The rooms here are snug and somewhat cramped. The rooms are always spotless. The rooms are sufficiently cozy. The personnel had a good understanding. The understanding was of the vicinity. The breakfast was sumptuous. The breakfast could have been served to a monarch. The breakfast is highly recommended. Everything about it was enjoyable. Having breakfast outside on the terrace was especially enjoyable. The hotel offers free internet connection. The free internet connection is available in the lobby.,I strongly recommend this hotel. I would definitely return for another stay. The hotel is located in a prime position. The prime position is in Istanbul's historical area. The hotel is situated in the vicinity of the Blue Mosque. The hotel is situated in the vicinity of the Grand Bazaar. The hotel is situated in the vicinity of a variety of other traditional and historical attractions in Sultanahmet. The rooms here are small and somewhat cramped. The rooms here are always immaculate. The rooms here are comfortably inviting. The personnel were familiar. The personnel were familiar with the area. The breakfast was lavish. The breakfast would have been fit for a king. The breakfast is highly recommended. I had a great time overall. I particularly relished my morning meal al fresco on the patio. The hotel provides complimentary internet access. The complimentary internet access is in the lobby.,0.43103448275862066
ref,test,36,"The price of staying at this hotel was reasonable. The hotel is located in the city centre. The hotel is located right next to a canal. The rooms of the hotel can be small. The beds in the rooms can be little. The rooms are good value. The rooms are clean and well furnished. The continental breakfast was a bit limited. The breakfast tasted great. The breakfast was provided by the hotel for free. The hotel provided free internet access. However, be warned of the steep stairs. If you have heavy luggage. The hotel is gay friendly. There are homosexual pornographic materials left out in public areas.","The cost of lodging at this hotel was fair. The hotel is situated in the downtown area. The hotel is directly adjacent to a waterway. The accommodation in the hotel may be cramped. The beds in the hotel may be tiny. The rooms offer a great deal. The rooms are immaculate. The rooms are tastefully decorated. The selection of food at the continental breakfast was somewhat limited. The food was of excellent quality. The breakfast was provided complimentary by the hotel. The hotel gave out free internet service. If you have a lot of baggage, be aware. The stairs are quite steep. The hotel embraces and welcomes people of all sexual orientations. There are explicit homosexual pornographic materials located in open spaces.","The price of staying at this hotel was reasonable. The hotel is located in the downtown region. The hotel is located right next to a body of water. The hotel lodging may be cramped. The beds may be small. The rooms provide an excellent value. The rooms are spotless. The rooms are tastefully adorned. The continental breakfast had a restricted range of items. The quality of the food was outstanding. The hotel provided it for free. The hotel provided internet access. The internet access was complimentary. If you are carrying a lot of luggage, take note. The stairs are quite steep. The hotel is open to people of all sexualities. There are explicit homosexual pornographic materials visible in public areas.",0.7291666666666666
ref,test,37,"The hotel is situated about five minutes away from the airport. The hotel offers a free shuttle service to the downtown area. The shuttle service departs at twenty minutes past the hour. The suite has two bedrooms. The suite is located in a hotel. The suite was stunning and really impressive. There were lots of nice features. The features included granite worktops, marble flooring, and stainless steel appliances for guest use. The bathroom featured Jacuzzi tubs and a really big walk-in shower. The breakfast passes only included the fruit. The breakfast passes only included the bread. The parking facility at the hotel cost $18 which is expensive. The water at the hotel was discoloured and riddled with seaweed.","The hotel is located a short distance from the airport. The hotel provides a complimentary shuttle to the city center. The shuttle runs every twenty minutes. The hotel has a two-bedroom suite. The two-bedroom suite is absolutely breathtaking and truly remarkable. The house was outfitted with a variety of luxurious amenities. The amenities include granite countertops, marble flooring, stainless steel appliances, a Jacuzzi tub, and a spacious walk-in shower in the bathroom. The breakfast passes only included fruit items. The breakfast passes only included bread items. The parking at the hotel was quite expensive at a cost of $18. The water was not very appealing. The water was discoloured. The water had seaweed in it.","The hotel is situated not far from the airport. The hotel offers a free shuttle to the downtown area. The shuttle runs every twenty minutes. The hotel has a two-bedroom suite. The two-bedroom suite is incredibly gorgeous and really extraordinary. The house was furnished with a number of lavish features. The features include granite countertops, marble floors, stainless steel appliances, a Jacuzzi tub, and a large walk-in shower in the bathroom. The breakfast passes only covered fruit products. The breakfast passes only covered bread products. The parking at the hotel was quite costly, coming in at $18. The water was not very pleasant as it was tinted and had seaweed in it.",0.7027027027027027
ref,test,38,This hotel is lovely and charming. The hotel can be busy during September time. This hotel is nicely located in a quiet neighborhood. This hotel is close to the best things to do in Venice. The rooms were clean. The rooms seemed more like a dorm than a hotel room. You need to spend an extra 20 euro. The extra 20 euro is for an upgrade. The owners are very friendly. The breakfast is basic here. The breakfast area is quite small. It gets filled up fast. There are lots of places nearby. The staff will even make a reservation for you. The local boat trip to Murano is worth it. The advice would be to go on the normal boat.,This hotel is delightful and attractive. The hotel can be bustling during the month of September. The hotel is situated in a peaceful area. The hotel is still close to the top attractions of Venice. The space was tidy. It had the feel of a college dormitory rather than a hotel room. You need to put in an additional 20 euro. The additional 20 euro is for a better version. The proprietors were amiable. The proprietors were exceedingly amiable. The breakfast offered here is simple. The breakfast area is quite small. The breakfast area fills up quickly. There are plenty of other places nearby. The staff is willing to make a reservation for you. Taking a journey by boat to Murano is a worthwhile experience. It is recommended to go on the standard boat.,"This hotel is charming and appealing. The hotel can be very busy during the month of September. The hotel is located in a tranquil setting. The hotel is still near the most popular sights of Venice. The area was neat. It had the atmosphere of a college dormitory instead of a hotel room. You need to pay an extra 20 euro. You can get the upgraded version if you pay the extra 20 euro. The owners were friendly. The morning meal provided here is basic. The breakfast area is quite confined. The breakfast area gets crowded fast. Despite this, there are numerous other locations in the vicinity. The personnel are eager to book a spot for you. Exploring Murano by boat is a rewarding adventure. It is suggested to opt for the regular vessel.",0.6938775510204082
ref,test,39,The hotel is a tranquil escape. The Old Town is bustling. It is decorated in a modest fashion. It is decorated in an antiquated fashion. You can ask at this hotel. You can get an amazing room. The room has a sea-view. The bathroom seems updated. The bathroom features a really great pressure shower. The breakfast was continental-style. The breakfast was served on the rooftop terrace. There are great views at this hotel. They have slippers available. The slippers are comfortable. The slippers don't feel cheap. This is an additional positive aspect.,The hotel provides a peaceful retreat. The Old Town is characterized by hustle and bustle. It is adorned. It is adorned in a humble way. It is adorned in an old-fashioned way. It is adorned in a humble and old-fashioned way. If you inquire at this hotel. You can obtain a terrific room. The room has a view of the ocean. The bathroom looks modern. The shower has excellent water pressure. The meal was served on the rooftop terrace. The meal was a real treat. The meal had a continental flair. This hotel has amazing scenery. It was discovered that the slippers are incredibly comfortable. The slippers do not give off a low-quality vibe.,The hotel offers a tranquil escape. The tranquil escape is from the busyness of the Historic District. It is decorated in a plain style. It is decorated in an antiquated style. If you ask at this hotel. You can get a great room. The room has a view of the sea. The lavatory has a contemporary style. The shower has great water pressure and is remarkable. The meal was served on the rooftop terrace. The experience was delightful. The meal had a European flavor. This hotel has stunning views. The slippers had an exceptionally pleasant feel. The slippers gave off an aura of high-quality. It was found that the slippers had these qualities.,0.5510204081632653
ref,test,40,"The hotel is good value for money. The location is central. The location is close to the City Hall. There is a Burger King nearby. There is a 7 Eleven convenience store nearby. The rooms in the hotel were clean. The decor was a little outdated. The rooms were too cold. The buffet breakfasts in this hotel are absolutely superb. The buffet dinners in this hotel are absolutely superb. There is even an a la carte lunch option. There is a great bar on the ground floor. The bar serves really good tasty food. The internet provided at the hotel was of poor quality. The internet was unreliable. You had to put a down-payment just to connect. There is a pool here at the hotel. The pool is really clean and of good quality. However, there may be other factors to consider.","The hotel is economical. The hotel is especially economical. The spot is in the heart of the city. The spot is not far from the City Hall. There is a Burger King in the vicinity. There is a 7 Eleven in the vicinity. In addition, both of these are nearby. The hotel rooms were tidy. The style of the decor was a bit out of date. The temperature was too low. The food offered at the hotel's buffets for breakfast and dinner is outstanding. There is an à la carte lunch option. There is a fantastic bar on the lower level. The bar serves delicious food. If that wasn't enough (implies that there is something else that adds to the appeal). The internet access available at the hotel was substandard. The internet was unreliable. A deposit was required to connect. The hotel offers a pristine pool. The hotel offers a high-quality pool. Nevertheless, the hotel offers a pool.","The hotel is cost-effective. The hotel is particularly cost-effective. The location is centrally located within the city. The location is close to the City Hall. A Burger King can be found nearby. A 7 Eleven can be found nearby. Furthermore, these establishments are close to the location. The hotel rooms were clean and orderly. The design of the decor was somewhat outdated. The temperature was too chilly. The meals served at the hotel's buffets for breakfast and dinner are exceptional. There is an à la carte lunch option available. There is an amazing bar on the basement floor. The bar offers delectable dishes. If that wasn't enough. The internet connection offered by the hotel was unsatisfactory. The internet connection was unreliable. A deposit was needed to access the internet connection. Despite this. The hotel provides a spotless and top-notch swimming pool.",0.7
ref,test,41,"The hotel's furnishings are a bit outdated. The hotel's furnishings need updating. The hotel was very clean. This hotel has a great central location. It is very close to many attractions. The attractions include MRT, Clarke Quay, and the National Museum. The bed was comfortable. The full size bath was a nice bonus. The isolation is bad. The elevator could be heard very clearly. Neighbor speaking could be heard very clearly. The downside is the lack of style. There is no wifi in the room. Disappointing breakfast. The choices are very limited. There is no fresh fruit. This hotel has a pool. The pool is very small.","The furniture in the hotel is a bit old-fashioned. The furniture could use some updating. The furniture was spotless. This hotel is ideally situated. It is within easy reach of many sights. The sights include the MRT, Clarke Quay, and the National Museum. The bed was cozy. The full-sized bathroom was an added perk. The solitude was detrimental. The sound of the elevator was quite audible. Conversations between neighbors were quite audible. The absence of fashion is a disadvantage. There is no internet access in the room. I was let down. It was my breakfast. There are hardly any options available. There is no fresh fruit. This hotel has a pool. The pool is very diminutive.","The furniture in the hotel is a bit outdated and needs to be refreshed. The furniture was immaculately clean. This hotel is conveniently located. It is close to various attractions. The attractions include the MRT, Clarke Quay, and the National Museum. The bed was comfortable. The bonus of having a full bathroom was a nice touch. The loneliness was damaging. The noise of the lift was very easy to hear. Conversations between people in the same building were very easy to hear. The downside is that there is no sense of style. There is no internet connection in the room. I was disappointed. The reason for my disappointment was my breakfast. There are very few choices. There is no produce that is not processed. The hotel has a pool. The pool is very small.",1.0
ref,test,42,This hotel may not be the right option for some. The hotel is only a five minute walk from the Town Hall rail station. You can also walk to shopping and tourist attractions from the hotel. The hotel is close to Darling Harbour. The corner-room was of an okay size. The corner-room was really cleaned to a high level. Check-in to your room can be earlier. You need to ask to get an earlier check-in. The staff were quite nice overall. Sometimes the staff seemed to be put off and lacking. The breakfast provided by the hotel was Continental. There were problems with not being on the necessary list. The hotel's restaurant was good. The hotel's restaurant was slightly expensive. The hotel was very helpful with pre-booking information. Check out of the stay was drawn out and frustrating.,"This hotel might not be suitable for certain people. The Town Hall rail station is just a five minute stroll away from the hotel. You can take a leisurely walk to nearby shopping and sightseeing spots. The accommodation is situated. The location of the accommodation is near Darling Harbour. The corner-room was of an acceptable size. The corner-room was spotlessly clean. You may be able to check into your room earlier. You need to request it. The personnel were generally friendly. Occasionally, they appeared to be disinclined. They were not as attentive. The hotel had a Continental breakfast available. Some people were not able to access it due to not being on the necessary list. The eatery at the hotel was satisfactory. The eatery at the hotel was somewhat pricey. The hotel staff was quite accommodating when it came to supplying details about the reservation. The process of checking out was lengthy and irritating.","This hotel may not be appropriate. Some individuals may not find it suitable. The Town Hall rail station is a mere five minutes away from the hotel. You can take a leisurely stroll to the nearby shopping and sightseeing attractions. The lodging is located. It is located close to Darling Harbour. The corner-room was of a satisfactory size. The corner-room was immaculately clean. If you ask, it is possible. You might be able to get into your room before the usual check-in time. The staff were usually amiable. At times, the staff seemed unwilling. At times, the staff seemed not as focused. The Continental breakfast was offered at the hotel. Some individuals were not able to partake in it. They were not on the required list. The restaurant is in the hotel. The quality of the restaurant was acceptable. The restaurant was a bit expensive. The hotel employees were very helpful in providing information about the reservation. The checkout procedure was time-consuming and annoying.",0.4727272727272727
ref,test,43,"This is a perfect hotel for a short stay. The hotel is highly recommended because of the great value for money. The hotel is in a great location. The location is ideal for visiting the Musee d'Orsay or Saint Germain area. Firstly, the rooms are designed to be really unique and it shows. The design doesn't compromise the plethora of mod-cons supplied. The mod-cons include an iPod dock, minibar, and a flat-screen television. There is nothing you could need. Everything is available. The room is very luxurious inside. It is very relaxing and charming. The staff at this hotel are really caring. The staff at this hotel have a great attitude. The breakfast provided by the hotel was suitable. The breakfast was stocked with fresh, organic produce. There was plenty of food available. The ticket provided by the hotel allows for skipping the line. The skipping the line is at designated venues.","This hotel is ideal for a quick getaway. The hotel is highly praised for its excellent value for money. The hotel is situated in an ideal spot. The ideal spot is for exploring the Musee d'Orsay or Saint Germain area. At first glance, the rooms are designed to be very distinctive. It is evident that the rooms are designed to be very distinctive. The many modern amenities are provided in the rooms. The modern amenities include an iPod dock, minibar, and flat-screen television. You require something. Everything you require is available. Nothing you require is unavailable. The interior of the room is quite luxurious. The room still has a calming and inviting atmosphere. The personnel at this accommodation are very considerate. The personnel at this accommodation have a wonderful demeanor. The hotel's breakfast was well-supplied with fresh, organic items. There was a plentiful amount of food. The hotel's ticket grants access. The access includes bypassing the queue. The queue bypass is available at certain locations.","This accommodation is perfect for a brief escape. This accommodation is commended for its great value for money. The hotel is in an optimal location. You can check out the Musee d'Orsay or Saint Germain district from there. At first sight, the rooms have a unique style. The rooms come with all the modern conveniences. The modern conveniences include an iPod dock, minibar, and flat-screen TV. You can obtain anything you need. The inside of the room is opulently decorated. The room still has a soothing and welcoming ambiance. The staff at this lodging are very polite. The staff at this lodging have an amazing attitude. The hotel provided an abundance of fresh, organic items for breakfast. There was more than enough food. The hotel's ticket provides the opportunity to skip the line. The skip-the-line feature is available at certain locations.",0.7222222222222222
ref,test,44,"I booked directly with the hotel. It was really impressive. It made for a very special weekend. This place is the place to be. The hotel was situated close to a metro station. The metro station allowed travel to the restaurants of Old Montreal. The hotel was within walking distance of the Montreal Jazz Festival. The rooms are adequately sized. The rooms are clean. The rooms have elegant furnishings. The rooms retain some history. The rooms were previously a bank. The rooms have free WiFi available. The rooms have lovely modern art. The hotel has a good bar. The bar is ideal for relaxing. Live music is played in the bar. The hotel had no street noise at all. On Friday and Saturday evenings, there was a music group playing at the bar area.","Booking directly with the hotel proved to be a great decision. It made for an extraordinary weekend. This is the spot. This is the place to be. The hotel was located near a subway stop. The subway stop provides access to the eateries of Old Montreal. The hotel is within a short walk of the Montreal Jazz Festival. The rooms have a satisfactory size. The rooms are kept spotless. The rooms have tasteful decor. The rooms have reminders of its past life. The past life was as a bank. The rooms come with complimentary WiFi access. The rooms have beautiful contemporary artwork. The hotel has a great bar. The bar is perfect for unwinding. Live music is played in the bar. The hotel was completely silent. On Friday and Saturday nights, there was a musical ensemble performing in the bar.","Reserving a room directly through the hotel was a fantastic choice. It resulted in an extraordinary weekend. This is the place. This is the place to be. The hotel was situated close to a metro station. The metro station granted easy access to the restaurants in Old Montreal. The hotel was only a brief stroll away from the Montreal Jazz Festival. The rooms are of an adequate size. The rooms are immaculately clean. The rooms have tasteful decoration. There are remnants in the rooms. The remnants recall its days as a bank. The rooms are equipped with free WiFi. The rooms feature stunning modern art. The hotel is equipped with an excellent bar. The bar is ideal for relaxing. Live tunes can be listened to while at the bar. The hotel was very quiet. On Friday and Saturday evenings, there was a musical group playing in the bar.",0.8245614035087719
ref,test,45,"The hotel was a bargain. The hotel comes highly recommended. The hotel is located centrally to the main strip. Generally, everything is within walking distance. It is a minute's walk to the beach. Nearby 4th street has a selection of local restaurants. The rooms were clean. The rooms were well maintained. They were reasonably priced. The deluxe options have a balcony overlooking 5th Avenue. The staff are incredibly knowledgeable about the local area. The staff will happily spend some time advising on the best places to see. They were gracious enough to book taxis to the airport. Booking taxis to the airport is a great touch. The hotel is near to Rancho Punto Venado. Rancho Punto Venado provides facilities for many outdoor activities such as horseback riding and ATV driving.",The hotel was an excellent value. The hotel has been given glowing reviews. The hotel is situated in the middle of the main street. Most places can be reached by foot. It is a short walk to the beach. There are plenty of eateries on 4th street close by. The rooms were tidy. The rooms were in good condition. The cost was fair. The deluxe rooms have a balcony. The balcony overlooks 5th Avenue. The personnel are extremely well-informed about the nearby area. They will gladly take some time to provide advice on the top spots to visit. They arranged taxis to the airport. It was an excellent gesture. The hotel is located close to Rancho Punto Venado. Rancho Punto Venado offers a variety of outdoor activities like horseback riding and ATV driving.,The hotel was a great deal. The hotel has been highly praised. The hotel is located in the center of the primary thoroughfare. Many destinations can be reached on foot. It's not far to the beach. There are lots of restaurants on 4th street nearby. The rooms were neat. The rooms were in excellent shape. The price was reasonable. The deluxe rooms have a balcony. The balcony overlooks Fifth Avenue. The staff are extremely knowledgeable about the local area. The staff would be more than happy to take the time to give suggestions on the best places to go. They were extremely generous in organizing cabs to the airport. It was a wonderful act of kindness. The hotel is situated in the vicinity of Rancho Punto Venado. Rancho Punto Venado provides a range of outdoor pursuits. The outdoor pursuits include horseback riding and ATV driving.,0.3137254901960784
ref,test,46,The hotel was a unique experience. The hotel had traditional features. The hotel had modern features. A stay at the hotel is recommended highly. The hotel is situated in an excellent location on the Grand Canal. It is only a couple of stops to San Marco Square. It is near to the Salute Church. It is close to a number of art galleries. It is close to the Vaporetto. The hotel has rooms overlooking the canal. The rooms are nice and clean. The hotel has a simple menu. The menu can be served wherever you like. The minibar is always stocked for guests. The hotel was a bit overpriced. The hotel did live up to that expectation. It was worth it.,The hotel provided a one-of-a-kind experience. The hotel combined classic and contemporary elements. It is strongly suggested. You book a room at the hotel. The hotel is conveniently located near the Grand Canal. It is just a short distance away from San Marco Square. It is close to the Salute Church. It is situated near several art galleries. It is situated near the Vaporetto waterbus. The hotel offers rooms with a view of the canal. The rooms are pleasant. The rooms are tidy. The hotel offers a straightforward selection of dishes. The dishes can be enjoyed in any desired location. The minibar is always replenished for visitors. The hotel was somewhat expensive. It did meet the expectation. It was a worthwhile investment.,The hotel gave a unique experience. The hotel blended traditional and modern elements. It is highly recommended. You reserve a room at the hotel. The hotel is situated in a favorable spot close to the Grand Canal. It is a short stroll from San Marco Square. It is not far from the Salute Church. It is located close to multiple art galleries. It is located close to the Vaporetto waterbus. The hotel has rooms. The rooms provide an attractive and orderly outlook of the canal. The hotel provides an uncomplicated array of meals. The meals can be savored in any preferred spot. The minibar is constantly stocked up for guests. The hotel was costly. The hotel did live up to its promise. It was a sound investment.,0.5
