,example_no,split,entity_a,entity_a_name,entity_b,entity_b_name,summ_type,summ_no,sent_id,complex_sent,simple_sent_id,simple_sent
445,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N005,The rooms are very clean although the drain in the shower needs some attention.The hotel provided a good breakfast to guests.,E013RA00N005_002,The hotel provided a good breakfast to guests.
446,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N006,"The hotel has good security, as your key card is needed to gain access to elevators or stairwells.",E013RA00N006_000,The hotel has good security.
447,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N006,"The hotel has good security, as your key card is needed to gain access to elevators or stairwells.",E013RA00N006_001,Your key card is needed to gain access to elevators or stairwells.
448,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N007,There is free WiFi provided too.,E013RA00N007_000,There is free WiFi provided.
449,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N008,There was some street noise but not loud enough to cause concern.,E013RA00N008_000,There was some street noise.
450,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N008,There was some street noise but not loud enough to cause concern.,E013RA00N008_001,The noise was not loud enough to cause concern.
451,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_a,0,E013RA00N009,It is worth mentioning that it is difficult to park for the valet out front of the hotel.,E013RA00N009_000,It is worth mentioning that it is difficult to park for the valet out front of the hotel.
452,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N000,This is a delightful hotel that provides a really nice place to stay .,E013RB00N000_000,This is a delightful hotel.
453,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N000,This is a delightful hotel that provides a really nice place to stay .,E013RB00N000_001,The hotel provides a really nice place to stay.
454,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N001,It's inexpensive and will keep you wanting to come back frequently.,E013RB00N001_000,It's inexpensive.
455,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N001,It's inexpensive and will keep you wanting to come back frequently.,E013RB00N001_001,It will keep you wanting to come back frequently.
456,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N002,This hotel is located in a quiet area that is not too far away from great sights to see.,E013RB00N002_000,This hotel is located in a quiet area.
457,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N002,This hotel is located in a quiet area that is not too far away from great sights to see.,E013RB00N002_001,The quiet area is not too far away from great sights to see.
458,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N003,The room in this hotel was modern and well-decorated as well as comfortable and spacious.,E013RB00N003_000,The room in this hotel was modern.
459,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N003,The room in this hotel was modern and well-decorated as well as comfortable and spacious.,E013RB00N003_001,The room in this hotel was well-decorated.
460,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N003,The room in this hotel was modern and well-decorated as well as comfortable and spacious.,E013RB00N003_002,The room in this hotel was comfortable.
461,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N003,The room in this hotel was modern and well-decorated as well as comfortable and spacious.,E013RB00N003_003,The room in this hotel was spacious.
462,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N004,The bathrooms are just as fabulous that was really well-equipped.,E013RB00N004_000,The bathrooms are fabulous.
463,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N004,The bathrooms are just as fabulous that was really well-equipped.,E013RB00N004_001,The bathrooms are well-equipped.
464,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N005,The hotel had a small variety of food items to choose from.,E013RB00N005_000,The hotel had a small variety of food items.
465,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N005,The hotel had a small variety of food items to choose from.,E013RB00N005_001,Guests had to choose from these options.
466,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N006,There are some great features to this hotel including flat-screen televisions and really lovely down-feather duvets.,E013RB00N006_000,There are some great features to this hotel.
467,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N006,There are some great features to this hotel including flat-screen televisions and really lovely down-feather duvets.,E013RB00N006_001,The hotel has flat-screen televisions.
468,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_b,0,E013RB00N006,There are some great features to this hotel including flat-screen televisions and really lovely down-feather duvets.,E013RB00N006_002,The hotel has really lovely down-feather duvets.
469,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_comm,0,E013RC00N000,The staff at the hotel are amiable and helpful.,E013RC00N000_000,The staff at the hotel are amiable.
470,13,train,87571,Days Inn Chicago,87654,The Talbott Hotel,refs_comm,0,E013RC00N000,The staff at the hotel are amiable and helpful.,E013RC00N000_001,The staff at the hotel are helpful.
471,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N000,The hotel is beautiful but expensive.,E014RA00N000_000,The hotel is beautiful.
472,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N000,The hotel is beautiful but expensive.,E014RA00N000_001,The hotel is expensive.
473,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N001,There are normally a lot of guests at the hotel as it is popular.,E014RA00N001_000,There are normally a lot of guests at the hotel.
474,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N001,There are normally a lot of guests at the hotel as it is popular.,E014RA00N001_001,The hotel is popular.
475,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N002,The rooms in the hotel are comfortable and come equipped with a DVD player.,E014RA00N002_000,The rooms in the hotel are comfortable.
476,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N002,The rooms in the hotel are comfortable and come equipped with a DVD player.,E014RA00N002_001,The rooms in the hotel come equipped with a DVD player.
477,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N003,The service was truly exceptional from the staff who were all always pleasant.,E014RA00N003_000,The service was truly exceptional.
478,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N003,The service was truly exceptional from the staff who were all always pleasant.,E014RA00N003_001,The staff were always pleasant.
479,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N004,The hotel did not provide much selection of food or anything that was really fresh.,E014RA00N004_000,The hotel did not provide much selection of food.
480,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N004,The hotel did not provide much selection of food or anything that was really fresh.,E014RA00N004_001,The hotel did not provide anything that was really fresh.
481,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N005,The hotel has signature peanut shells on the floor which are a slipping hazard.,E014RA00N005_000,The hotel has signature peanut shells on the floor.
482,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N005,The hotel has signature peanut shells on the floor which are a slipping hazard.,E014RA00N005_001,The peanut shells on the floor are a slipping hazard.
483,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N006,The toilets around the corner are below Singapore standards.,E014RA00N006_000,The toilets are around the corner.
484,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_a,0,E014RA00N006,The toilets around the corner are below Singapore standards.,E014RA00N006_001,The toilets are below Singapore standards.
485,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N000,This was a great stay and recommended for both business and/or pleasure.,E014RB00N000_000,This was a great stay.
486,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N000,This was a great stay and recommended for both business and/or pleasure.,E014RB00N000_001,It is recommended for both business and/or pleasure.
487,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N001,The hotel is situated close to the Orchard Road shopping area and provides a free shuttle service.,E014RB00N001_000,The hotel is situated close to the Orchard Road shopping area.
488,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N001,The hotel is situated close to the Orchard Road shopping area and provides a free shuttle service.,E014RB00N001_001,The hotel provides a free shuttle service.
489,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N002,The rooms here are absolutely amazing and cleaned to such a high standard.,E014RB00N002_000,The rooms here are absolutely amazing.
490,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N002,The rooms here are absolutely amazing and cleaned to such a high standard.,E014RB00N002_001,The rooms are cleaned to such a high standard.
491,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N003,"The rooms are really spacious, comfortable and stunningly luxurious.",E014RB00N003_000,The rooms are spacious.
492,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N003,"The rooms are really spacious, comfortable and stunningly luxurious.",E014RB00N003_001,The rooms are comfortable.
493,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N003,"The rooms are really spacious, comfortable and stunningly luxurious.",E014RB00N003_002,The rooms are stunningly luxurious.
494,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N004,All members of staff were superb and couldn't possibly be better.,E014RB00N004_000,All members of staff were superb.
495,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N004,All members of staff were superb and couldn't possibly be better.,E014RB00N004_001,They couldn't possibly be better.
496,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N005,Everyone had great attention to detail right down to the taxi-hailer.,E014RB00N005_000,Everyone had great attention to detail.
497,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N005,Everyone had great attention to detail right down to the taxi-hailer.,E014RB00N005_001,The attention to detail extended to the taxi-hailer.
498,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N006,"The breakfast options here are great and comes in a buffet-style selection, which was all tasty.",E014RB00N006_000,The breakfast options here are great.
499,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N006,"The breakfast options here are great and comes in a buffet-style selection, which was all tasty.",E014RB00N006_001,The breakfast comes in a buffet-style selection.
500,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N006,"The breakfast options here are great and comes in a buffet-style selection, which was all tasty.",E014RB00N006_002,The breakfast was all tasty.
501,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N007,Additionally the afternoon tea and canapes were really nice and appreciated.,E014RB00N007_000,The afternoon tea was really nice.
502,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N007,Additionally the afternoon tea and canapes were really nice and appreciated.,E014RB00N007_001,The canapes were really nice.
503,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N007,Additionally the afternoon tea and canapes were really nice and appreciated.,E014RB00N007_002,They were appreciated.
504,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N008,The hotel has a gym and a swimming pool along with free Wi-Fi access.,E014RB00N008_000,The hotel has a gym.
505,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N008,The hotel has a gym and a swimming pool along with free Wi-Fi access.,E014RB00N008_001,The hotel has a swimming pool.
506,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N008,The hotel has a gym and a swimming pool along with free Wi-Fi access.,E014RB00N008_002,The hotel offers free Wi-Fi access.
507,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N009,There is cold water and iced face towels around the pool.,E014RB00N009_000,There is cold water around the pool.
508,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_b,0,E014RB00N009,There is cold water and iced face towels around the pool.,E014RB00N009_001,There are iced face towels around the pool.
509,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_comm,0,E014RC00N000,The staff at the hotel were very friendly to guests.,E014RC00N000_000,The staff at the hotel were very friendly.
510,14,train,301583,Raffles Hotel Singapore,302109,Shangri-La Hotel,refs_comm,0,E014RC00N000,The staff at the hotel were very friendly to guests.,E014RC00N000_001,The staff at the hotel were friendly to guests.
511,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N000,This hotel gives a mix of luxury and odd unsafe feeling.,E015RA00N000_000,This hotel gives a mix of luxury.
512,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N000,This hotel gives a mix of luxury and odd unsafe feeling.,E015RA00N000_001,This hotel gives an odd unsafe feeling.
513,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N001,The location was fine.,E015RA00N001_000,The location was fine.
514,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N002,"It is on the outskirts of downtown and close to everything you need: it is steps away from Eaton Centre, Yonge Street, and great shopping areas.",E015RA00N002_000,It is on the outskirts of downtown.
515,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N002,"It is on the outskirts of downtown and close to everything you need: it is steps away from Eaton Centre, Yonge Street, and great shopping areas.",E015RA00N002_001,It is close to everything you need.
516,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N002,"It is on the outskirts of downtown and close to everything you need: it is steps away from Eaton Centre, Yonge Street, and great shopping areas.",E015RA00N002_002,"It is steps away from Eaton Centre, Yonge Street, and great shopping areas."
517,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N003,"However, the blocks surrounding it aren't ideal.",E015RA00N003_000,The block surrounding it isn't ideal.
518,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N003,"However, the blocks surrounding it aren't ideal.",E015RA00N003_001,"However, this is in contrast to the previous statement or situation."
519,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N004,The hotel staff pleasantly provided lots of great local recommendations.,E015RA00N004_000,The hotel staff provided local recommendations.
520,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N004,The hotel staff pleasantly provided lots of great local recommendations.,E015RA00N004_001,The recommendations were great.
521,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N004,The hotel staff pleasantly provided lots of great local recommendations.,E015RA00N004_002,The hotel staff was pleasant.
522,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N005,The food here is okay including the hot and cold options for breakfast buffet.,E015RA00N005_000,The food here is okay.
523,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N005,The food here is okay including the hot and cold options for breakfast buffet.,E015RA00N005_001,There are hot and cold options for breakfast buffet.
524,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N006,It is worth checking restaurants across the road as well.,E015RA00N006_000,It is worth checking restaurants across the road.
525,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N007,"This hotel provides so many amazing additions, such as a nice swimming pool with hot tubs and locker room facilities, a beautiful roof top space with plenty of seating, and complementary internet access.",E015RA00N007_000,This hotel provides many amazing additions.
526,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N007,"This hotel provides so many amazing additions, such as a nice swimming pool with hot tubs and locker room facilities, a beautiful roof top space with plenty of seating, and complementary internet access.",E015RA00N007_001,There is a nice swimming pool with hot tubs and locker room facilities.
527,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N007,"This hotel provides so many amazing additions, such as a nice swimming pool with hot tubs and locker room facilities, a beautiful roof top space with plenty of seating, and complementary internet access.",E015RA00N007_002,There is a beautiful rooftop space with plenty of seating.
528,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N007,"This hotel provides so many amazing additions, such as a nice swimming pool with hot tubs and locker room facilities, a beautiful roof top space with plenty of seating, and complementary internet access.",E015RA00N007_003,There is complementary internet access.
529,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_a,0,E015RA00N008,The only downside is the expensive underground parking.,E015RA00N008_000,The only downside is the expensive underground parking.
530,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N000,"The hotel is really grand and gave a very royal vibe, and even treats you like royalty too.",E015RB00N000_000,The hotel is really grand.
531,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N000,"The hotel is really grand and gave a very royal vibe, and even treats you like royalty too.",E015RB00N000_001,The hotel gave a very royal vibe.
532,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N000,"The hotel is really grand and gave a very royal vibe, and even treats you like royalty too.",E015RB00N000_002,The hotel treats you like royalty too.
533,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N001,The room was fairly small and a little dirty in places but it featured large comfortable beds and a good flat-screen television.,E015RB00N001_000,The room was fairly small.
534,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N001,The room was fairly small and a little dirty in places but it featured large comfortable beds and a good flat-screen television.,E015RB00N001_001,The room was a little dirty in places.
535,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N001,The room was fairly small and a little dirty in places but it featured large comfortable beds and a good flat-screen television.,E015RB00N001_002,The room featured large comfortable beds.
536,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N001,The room was fairly small and a little dirty in places but it featured large comfortable beds and a good flat-screen television.,E015RB00N001_003,The room featured a good flat-screen television.
537,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N002,Overall it's a great hotel but it has one big flaw and that is you have to pay quite a bit of money just for internet access.,E015RB00N002_000,"Overall, it's a great hotel."
538,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N002,Overall it's a great hotel but it has one big flaw and that is you have to pay quite a bit of money just for internet access.,E015RB00N002_001,The big flaw is that you have to pay quite a bit of money just for internet access.
539,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N003,This is unfortunately typical of most expensive hotels.,E015RB00N003_000,This is typical of most expensive hotels.
540,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_b,0,E015RB00N003,This is unfortunately typical of most expensive hotels.,E015RB00N003_001,"Unfortunately, this is the case."
541,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_comm,0,E015RC00N000,The front desk staff of the hotel were helpful and the rooms are comfortable.,E015RC00N000_000,The front desk staff of the hotel were helpful.
542,15,train,183586,Grand Hotel Toronto,155495,The Fairmont Royal York,refs_comm,0,E015RC00N000,The front desk staff of the hotel were helpful and the rooms are comfortable.,E015RC00N000_001,The rooms are comfortable.
543,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N000,The hotel was attractive and clean.,E016RA00N000_000,The hotel was attractive.
544,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N000,The hotel was attractive and clean.,E016RA00N000_001,The hotel was clean.
545,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N001,The hotel is situated next to the train station but also next to the fire department which can make it noisy.,E016RA00N001_000,The hotel is situated next to the train station.
546,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N001,The hotel is situated next to the train station but also next to the fire department which can make it noisy.,E016RA00N001_001,The hotel is situated next to the fire department.
547,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N001,The hotel is situated next to the train station but also next to the fire department which can make it noisy.,E016RA00N001_002,The location can be noisy due to its proximity to the fire department.
548,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N002,There are lots of bars nearby.,E016RA00N002_000,There are lots of bars nearby.
549,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N003,"The hotel rooms are clean and comfortable, although perhaps in need of a slight touch up and redecoration.",E016RA00N003_000,The hotel rooms are clean and comfortable.
550,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N003,"The hotel rooms are clean and comfortable, although perhaps in need of a slight touch up and redecoration.",E016RA00N003_001,The hotel rooms may be in need of a slight touch up and redecoration.
551,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N004,"The room had good disabled access, including the bath.",E016RA00N004_000,The room had good disabled access.
552,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N004,"The room had good disabled access, including the bath.",E016RA00N004_001,The bath had good disabled access.
553,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N005,"The hotel provides a free breakfast buffet in the morning, as well as free hot drinks all day, which is popular with families staying.",E016RA00N005_000,The hotel provides a free breakfast buffet in the morning.
554,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N005,"The hotel provides a free breakfast buffet in the morning, as well as free hot drinks all day, which is popular with families staying.",E016RA00N005_001,The hotel provides free hot drinks all day.
555,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N005,"The hotel provides a free breakfast buffet in the morning, as well as free hot drinks all day, which is popular with families staying.",E016RA00N005_002,The free breakfast buffet and free hot drinks are popular with families staying.
556,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N006,"The hotel is also close to Rock Bottom Brewery, which serves really good food.",E016RA00N006_000,The hotel is close to Rock Bottom Brewery.
557,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N006,"The hotel is also close to Rock Bottom Brewery, which serves really good food.",E016RA00N006_001,Rock Bottom Brewery serves really good food.
558,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N007,"The hotel can provide early check-in instead of waiting later, which was a nice gesture.",E016RA00N007_000,The hotel can provide early check-in.
559,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N007,"The hotel can provide early check-in instead of waiting later, which was a nice gesture.",E016RA00N007_001,Waiting later can be avoided.
560,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_a,0,E016RA00N007,"The hotel can provide early check-in instead of waiting later, which was a nice gesture.",E016RA00N007_002,It was a nice gesture.
561,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N000,"This hotel is great and couldn't be better, therefore it is definitely recommended especially to other travellers heading to Chicago.",E016RB00N000_000,This hotel is great and couldn't be better.
562,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N000,"This hotel is great and couldn't be better, therefore it is definitely recommended especially to other travellers heading to Chicago.",E016RB00N000_001,It is definitely recommended.
563,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N000,"This hotel is great and couldn't be better, therefore it is definitely recommended especially to other travellers heading to Chicago.",E016RB00N000_002,It is especially recommended to other travellers heading to Chicago.
564,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N001,The location of this hotel is unbeatable because it is just off of the river.,E016RB00N001_000,The location of this hotel is unbeatable.
565,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N001,The location of this hotel is unbeatable because it is just off of the river.,E016RB00N001_001,It is just off of the river.
566,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N002,There is an easy walk to experience downtown as well so that's a great bonus to this well-located hotel.,E016RB00N002_000,There is an easy walk to experience downtown.
567,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N002,There is an easy walk to experience downtown as well so that's a great bonus to this well-located hotel.,E016RB00N002_001,This hotel is well-located.
568,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N002,There is an easy walk to experience downtown as well so that's a great bonus to this well-located hotel.,E016RB00N002_002,The easy walk to downtown is a great bonus to this hotel.
569,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N003,The rooms were spacious but quite dusty and hot.,E016RB00N003_000,The rooms were spacious.
570,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N003,The rooms were spacious but quite dusty and hot.,E016RB00N003_001,The rooms were quite dusty.
571,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N003,The rooms were spacious but quite dusty and hot.,E016RB00N003_002,The rooms were hot.
572,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N004,The beds were adequate and the bathrooms were amazing.,E016RB00N004_000,The beds were adequate.
573,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N004,The beds were adequate and the bathrooms were amazing.,E016RB00N004_001,The bathrooms were amazing.
574,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N005,Some of the cleaning staff did miss an area that should have been cleaned.,E016RB00N005_000,Some of the cleaning staff missed an area.
575,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N005,Some of the cleaning staff did miss an area that should have been cleaned.,E016RB00N005_001,The area should have been cleaned.
576,16,train,111486,Hampton Inn & Suites Chicago - Downtown,87617,Hyatt Regency Chicago,refs_b,0,E016RB00N006,Unbelievably it was quite expensive just for a canned soft-drink from the minibar in this hotel room.,E016RB00N006_000,It was quite expensive.
